
#67.0049
#La société NEOCOLLE a été autorisée à exploiter une usine de colle et un dépôt de liquides inflammables par arrêté préfectoral d'autorisation du 25 juillet 1956 sur un site à cheval sur les commune d'Ingwiller et de Menchhoffen.
6	tonnes	tonne	NOUN	IO	O	11	nsubj:pass
7	de	de	ADP	IO	O	8	case
8	matériaux	matériau	NOUN	EO	O	6	nmod
9	ont	avoir	AUX	BN	O	11	aux:tense
10	été	être	AUX	IN	O	11	aux:pass
11	déposés	déposer	VERB	EN	O	11	ROOT
12	dont	dont	PRON	O	O	16	nmod
13	1	1	DET	O	O	16	det
14	100	100	DET	O	O	16	det
15	000	000	DET	O	O	16	det
16	tonnes	tonne	NOUN	O	O	11	obl:arg
17	de	de	ADP	O	O	18	case
18	NaCl	nacl	NOUN	O	BS	16	nmod
19	.	.	PUNCT	O	O	11	punct


#Sans traitement des terrils, l’eau de pluie ruisselle sur les flancs du terril et s’infiltre dans la masse du terril.
1	Sans	sans	ADP	O	O	2	case
2	traitement	traitement	NOUN	O	O	10	obl:mod
3	des	de	ADP	O	O	4	case
4	terrils	terril	NOUN	EN	O	2	nmod
5	,	,	PUNCT	O	O	10	punct
6	l’	l’	DET	O	O	7	det
7	eau	eau	NOUN	O	O	10	nsubj
8	de	de	ADP	O	O	9	case
9	pluie	pluie	NOUN	O	O	7	nmod
10	ruisselle	ruisseler	VERB	O	O	10	ROOT
11	sur	sur	ADP	O	O	13	case
12	les	le	DET	O	O	13	det
13	flancs	flanc	NOUN	BL	O	10	obl:arg
14	du	de	ADP	IL	O	15	case
15	terril	terril	NOUN	EL	O	13	nmod
16	et	et	CCONJ	O	O	18	cc
17	s’	s’	PRON	BN	O	18	expl:comp
18	infiltre	infiltre	VERB	EN	O	10	conj
19	dans	dans	ADP	IL	O	21	case
20	la	le	DET	IL	O	21	det
21	masse	masse	NOUN	IL	O	18	obl:arg
22	du	de	ADP	IL	O	23	case
23	terril	terril	NOUN	EL	O	21	nmod
24	.	.	PUNCT	O	O	10	punct


#L’eau se charge ainsi des sels contenus dans les matériaux déposés.
1	L’	l’	DET	O	O	2	det
2	eau	eau	NOUN	O	O	4	nsubj
3	se	se	PRON	BN	O	4	expl:comp
4	charge	charger	VERB	EN	O	4	ROOT
5	ainsi	ainsi	ADV	O	O	4	advmod
6	des	de	ADP	O	O	7	case
7	sels	sel	NOUN	O	O	4	obl:arg
8	contenus	contenir	VERB	O	O	7	acl
9	dans	dans	ADP	O	O	11	case
10	les	le	DET	O	O	11	det
11	matériaux	matériau	NOUN	O	O	8	obl:arg
12	déposés	déposer	VERB	O	O	11	acl
13	.	.	PUNCT	O	O	4	punct


#L’eau infiltrée rencontre à la base du terril des matériaux perméables et continue sa progression dans les alluvions sous-jacentes, pour rejoindre l’eau de la nappe phréatique.
1	L’	l’	DET	O	O	2	det
2	eau	eau	NOUN	O	O	4	nsubj
3	infiltrée	infiltrer	VERB	O	O	2	acl
4	rencontre	rencontre	VERB	O	O	4	ROOT
5	à	à	ADP	O	O	7	case
6	la	le	DET	O	O	7	det
7	base	base	NOUN	O	O	4	obl:mod
8	du	de	ADP	O	O	9	case
9	terril	terril	NOUN	O	O	7	nmod
10	des	un	DET	O	O	11	det
11	matériaux	matériau	NOUN	O	O	4	obj
12	perméables	perméable	ADJ	O	O	11	amod
13	et	et	CCONJ	O	O	14	cc
14	continue	continue	VERB	O	O	4	conj
15	sa	son	DET	O	O	16	det
16	progression	progression	NOUN	O	O	14	obj
17	dans	dans	ADP	O	O	19	case
18	les	le	DET	O	O	19	det
19	alluvions	alluvion	NOUN	O	O	16	nmod
20	sous-jacentes	sous-jacent	ADJ	O	O	19	amod
21	,	,	PUNCT	O	O	14	punct
22	pour	pour	ADP	O	O	23	mark
23	rejoindre	rejoindre	VERB	O	O	14	advcl
24	l’	l’	DET	O	O	25	det
25	eau	eau	NOUN	O	O	23	obj
26	de	de	ADP	O	O	28	case
27	la	le	DET	O	O	28	det
28	nappe	nappe	NOUN	O	O	25	nmod
29	phréatique	phréatique	ADJ	O	O	28	amod
30	.	.	PUNCT	O	O	4	punct


#Les eaux souterraines se chargent ainsi progressivement de sels et plus particulièrement de chlorures au droit des terrils.
1	Les	le	DET	BO	O	2	det
2	eaux	eau	NOUN	IO	O	5	nsubj
3	souterraines	souterrain	ADJ	EO	O	2	amod
4	se	se	PRON	BN	O	5	expl:comp
5	chargent	charger	VERB	BN	O	5	ROOT
6	ainsi	ainsi	ADV	BN	O	5	advmod
7	progressivement	progressivement	ADV	EN	O	5	advmod
8	de	de	ADP	O	O	9	case
9	sels	sel	NOUN	O	O	5	obl:arg
10	et	et	CCONJ	O	O	14	cc
11	plus	plus	ADV	O	O	12	advmod
12	particulièrement	particulièrement	ADV	O	O	14	advmod
13	de	de	ADP	O	O	14	case
14	chlorures	chlorure	NOUN	O	BS	9	conj
15	au	au	ADP	BL	O	16	case
16	droit	droit	NOUN	IL	O	5	obl:mod
17	des	de	ADP	IL	O	18	case
18	terrils	terril	NOUN	IL	O	16	nmod
19	.	.	PUNCT	O	O	5	punct


#Par la suite, ces chlorures se propagent vers l’aval, selon les différents mécanismes régissant le transport de polluant et forment des langues salées à l’aval des terrils.
1	Par	par	ADP	O	O	3	case
2	la	le	DET	O	O	3	det
3	suite	suite	NOUN	O	O	8	obl:mod
4	,	,	PUNCT	O	O	8	punct
5	ces	ce	DET	O	O	6	det
6	chlorures	chlorure	NOUN	O	BS	8	nsubj
7	se	se	PRON	O	O	8	expl:comp
8	propagent	propager	VERB	O	O	8	ROOT
9	vers	vers	ADP	BL	O	11	case
10	l’	l’	DET	IL	O	11	det
11	aval	aval	NOUN	EL	O	8	obl:arg
12	,	,	PUNCT	O	O	8	punct
13	selon	selon	ADP	O	O	16	case
14	les	le	DET	O	O	16	det
15	différents	différent	ADJ	O	O	16	amod
16	mécanismes	mécanisme	NOUN	O	O	8	obl:mod
17	régissant	régir	VERB	O	O	16	acl
18	le	le	DET	O	O	19	det
19	transport	transport	NOUN	O	O	17	obj
20	de	de	ADP	O	O	21	case
21	polluant	polluant	NOUN	O	O	19	nmod
22	et	et	CCONJ	O	O	23	cc
23	forment	former	VERB	O	O	8	conj
24	des	un	DET	O	O	25	det
25	langues	langue	NOUN	BO	O	23	obj
26	salées	salé	ADJ	EO	O	25	amod
27	à	à	ADP	BL	O	29	case
28	l’	l’	DET	IL	O	29	det
29	aval	aval	NOUN	IL	O	23	obl:mod
30	des	de	ADP	IL	O	31	case
31	terrils	terril	NOUN	EL	O	29	nmod
32	.	.	PUNCT	O	O	8	punct


#La plupart des terrils présentaient des fortes pentes et des surfaces avec de forts ravinements engendrés par le ruissellement des eaux de pluie.
1	La	le	DET	O	O	2	det
2	plupart	plupart	NOUN	O	O	5	nsubj
3	des	de	ADP	O	O	4	case
4	terrils	terril	NOUN	O	O	2	nmod
5	présentaient	présenter	VERB	O	O	5	ROOT
6	des	un	DET	O	O	8	det
7	fortes	fort	ADJ	O	O	8	amod
8	pentes	pente	NOUN	O	O	5	obj
9	et	et	CCONJ	O	O	11	cc
10	des	un	DET	O	O	11	det
11	surfaces	surface	NOUN	O	O	8	conj
12	avec	avec	ADP	O	O	15	case
13	de	de	DET	O	O	15	det
14	forts	fort	ADJ	BN	O	15	amod
15	ravinements	ravinement	NOUN	BN	O	5	obl:mod
16	engendrés	engendrer	VERB	O	O	15	acl
17	par	par	ADP	O	O	19	case
18	le	le	DET	O	O	19	det
19	ruissellement	ruissellement	NOUN	EN	O	16	obl:agent
20	des	de	ADP	O	O	21	case
21	eaux	eau	NOUN	O	O	19	nmod
22	de	de	ADP	O	O	23	case
23	pluie	pluie	NOUN	O	O	21	nmod
24	.	.	PUNCT	O	O	5	punct


#La formation de cavités (par dissolution naturelle du sel) rendait les sols très instables sur les terrils.
1	La	le	DET	O	O	2	det
2	formation	formation	NOUN	O	O	12	nsubj
3	de	de	ADP	O	O	4	case
4	cavités	cavité	NOUN	BO	O	2	nmod
5	(	(	PUNCT	O	O	2	punct
6	par	par	ADP	O	O	7	case
7	dissolution	dissolution	NOUN	O	O	2	nmod
8	naturelle	naturel	ADJ	O	O	7	amod
9	du	de	ADP	O	O	10	case
10	sel	sel	NOUN	O	O	7	nmod
11	)	)	PUNCT	O	O	2	punct
12	rendait	rendre	VERB	O	O	12	ROOT
13	les	le	DET	O	O	14	det
14	sols	sol	NOUN	O	O	12	obj
15	très	très	ADV	O	O	16	advmod
16	instables	instable	ADJ	O	O	12	xcomp
17	sur	sur	ADP	O	O	19	case
18	les	le	DET	O	O	19	det
19	terrils	terril	NOUN	O	O	16	obl:mod
20	.	.	PUNCT	O	O	12	punct


#Globalement les dispositions mises en œuvre par les MDPA pour retrouver une situation non dégradée des eaux souterraines sont les suivantes :
1	Globalement	globalement	ADV	O	O	21	advmod
2	les	le	DET	O	O	3	det
3	dispositions	disposition	NOUN	O	O	21	nsubj
4	mises	mettre	VERB	O	O	3	acl
5	en	en	ADP	O	O	6	case
6	œuvre	œuvre	NOUN	O	O	4	obl:arg
7	par	par	ADP	O	O	9	case
8	les	le	DET	BO	BI	9	det
9	MDPA	mdpa	NOUN	EO	EI	4	obl:agent
10	pour	pour	ADP	O	O	11	mark
11	retrouver	retrouver	VERB	O	O	4	advcl
12	une	un	DET	O	O	13	det
13	situation	situation	NOUN	O	O	11	obj
14	non	non	ADV	O	O	15	advmod
15	dégradée	dégradé	ADJ	O	O	13	amod
16	des	de	ADP	O	O	17	case
17	eaux	eau	NOUN	O	O	13	nmod
18	souterraines	souterrain	ADJ	O	O	17	amod
19	sont	être	AUX	O	O	21	cop
20	les	le	DET	O	O	21	det
21	suivantes	suivant	ADJ	O	O	21	ROOT
22	:	:	PUNCT	O	O	21	punct


#supprimer les sources de pollution des terrils « salés » par la technique de la dissolution accélérée
1	supprimer	supprimer	VERB	BN	O	9	advcl
2	les	le	DET	BO	O	3	det
3	sources	source	NOUN	IO	O	1	obj
4	de	de	ADP	IO	O	5	case
5	pollution	pollution	NOUN	EO	O	3	nmod
6	des	de	ADP	O	O	7	case
7	terrils	terril	NOUN	O	O	5	nmod
8	«	«	PUNCT	O	O	9	punct
9	 	 	SPACE	O	O	9	dep
10	salés	saler	ADJ	O	O	11	amod
11	 	 	SPACE	O	O	11	dep
12	»	»	PUNCT	O	O	11	punct
13	par	par	ADP	O	O	15	case
14	la	le	DET	O	O	15	det
15	technique	technique	NOUN	O	O	11	obl:mod
16	de	de	ADP	O	O	18	case
17	la	le	DET	BO	O	18	det
18	dissolution	dissolution	NOUN	BO	O	15	nmod
19	accélérée	accélérer	VERB	EO	O	18	acl


#neutraliser les sources de pollution des terrils « peu salés » par des techniques d’étanchement-végétalisation ;
1	neutraliser	neutraliser	VERB	BN	O	9	advcl
2	les	le	DET	BO	O	3	det
3	sources	source	NOUN	IO	O	1	obj
4	de	de	ADP	IO	O	5	case
5	pollution	pollution	NOUN	IO	O	3	nmod
6	des	de	ADP	O	O	7	case
7	terrils	terril	NOUN	O	O	5	nmod
8	«	«	PUNCT	O	O	9	punct
9	 	 	SPACE	O	O	9	dep
10	peu	peu	ADV	O	O	11	advmod
11	salés	saler	ADJ	O	O	9	xcomp
12	 	 	SPACE	O	O	11	dep
13	»	»	PUNCT	O	O	12	punct
14	par	par	ADP	BN	O	16	case
15	des	un	DET	IN	O	16	det
16	techniques	technique	NOUN	IN	O	11	obl:mod
17	d’	d’	ADP	IN	O	18	case
18	étanchement	étanchement	NOUN	IN	O	16	nmod
19	-	-	NOUN	O	O	16	nmod
20	végétalisation	végétalisation	NOUN	O	O	16	nmod
21	;	;	PUNCT	O	O	11	punct


#stopper l’alimentation des langues salées avec des puits de fixation à l’aval immédiat des terrils (barrière hydraulique)
1	stopper	stopper	VERB	O	O	1	ROOT
2	l’	l’	DET	BA	O	3	det
3	alimentation	alimentation	NOUN	IA	O	1	obj
4	des	de	ADP	IA	O	5	case
5	langues	langue	NOUN	BO	O	3	nmod
6	salées	salé	ADJ	EO	O	5	amod
7	avec	avec	ADP	O	O	9	case
8	des	un	DET	BO	O	9	det
9	puits	puits	NOUN	IO	O	3	nmod
10	de	de	ADP	IO	O	11	case
11	fixation	fixation	NOUN	EO	O	9	nmod
12	à	à	ADP	BL	O	14	case
13	l’	l’	DET	IL	O	14	det
14	aval	aval	NOUN	IL	O	9	nmod
15	immédiat	immédiat	ADJ	IL	O	14	amod
16	des	de	ADP	IL	O	17	case
17	terrils	terril	NOUN	IL	O	14	nmod
18	(	(	PUNCT	O	O	14	punct
19	barrière	barrière	NOUN	O	O	14	appos
20	hydraulique	hydraulique	ADJ	O	O	19	amod
21	)	)	PUNCT	O	O	14	punct


#reconquérir la qualité des eaux de la nappe par l’implantation de puits de dépollution
1	reconquérir	reconquérir	VERB	BN	O	1	ROOT
2	la	le	DET	IO	O	3	det
3	qualité	qualité	NOUN	IO	O	1	obj
4	des	de	ADP	IO	O	5	case
5	eaux	eau	NOUN	IO	O	3	nmod
6	de	de	ADP	IO	O	8	case
7	la	le	DET	IO	O	8	det
8	nappe	nappe	NOUN	EO	O	5	nmod
9	par	par	ADP	O	O	11	case
10	l’	l’	DET	BN	O	11	det
11	implantation	implantation	NOUN	BN	O	1	obl:mod
12	de	de	ADP	IN	O	13	case
13	puits	puits	NOUN	IN	O	11	nmod
14	de	de	ADP	IN	O	15	case
15	dépollution	dépollution	NOUN	EN	BI	13	nmod


#évaluer l’efficacité de ces actions, par le suivi d’un réseau de points de contrôle de la qualité des eaux souterraines
1	évaluer	évaluer	VERB	O	O	1	ROOT
2	l’	l’	DET	O	O	3	det
3	efficacité	efficacité	NOUN	O	O	1	obj
4	de	de	ADP	O	O	6	case
5	ces	ce	DET	O	O	6	det
6	actions	action	NOUN	O	O	3	nmod
7	,	,	PUNCT	O	O	1	punct
8	par	par	ADP	O	O	10	case
9	le	le	DET	BA	O	10	det
10	suivi	suivi	NOUN	IA	O	1	obl:mod
11	d’	d’	ADP	ER	O	13	case
12	un	un	DET	BO	O	13	det
13	réseau	réseau	NOUN	BO	O	10	nmod
14	de	de	ADP	IO	O	15	case
15	points	point	NOUN	IO	O	13	nmod
16	de	de	ADP	IO	O	17	case
17	contrôle	contrôle	NOUN	EO	O	15	nmod
18	de	de	ADP	O	O	20	case
19	la	le	DET	BO	O	20	det
20	qualité	qualité	NOUN	IO	O	17	nmod
21	des	de	ADP	IO	O	22	case
22	eaux	eau	NOUN	IO	O	20	nmod
23	souterraines	souterrain	ADJ	EO	O	22	amod


#Le terril Joseph Else Est a  été traité par dissolution accélérée de 1995 à 2005.
1	Le	le	DET	BO	O	2	det
2	terril	terril	NOUN	IO	O	7	nsubj:pass
3	Joseph	Joseph	PROPN	IO	O	2	appos
4	Else	Else	PROPN	IO	O	3	flat:name
5	Est	être	AUX	EO	O	2	nmod
6	a	avoir	AUX	BN	O	7	aux:tense
7	 	 	SPACE	IN	O	9	dep
8	été	être	AUX	IN	O	9	aux:pass
9	traité	traiter	VERB	IN	O	9	ROOT
10	par	par	ADP	IN	O	11	case
11	dissolution	dissolution	NOUN	IN	O	9	obl:mod
12	accélérée	accélérer	VERB	EN	O	11	acl
13	de	de	ADP	BT	O	14	case
14	1995	1995	NUM	IT	O	9	obl:mod
15	à	à	ADP	ET	O	16	case
16	2005	2005	NUM	ET	O	14	nmod
17	.	.	NUM	ET	O	9	punct


#Cette méthode consiste à accélérer le phénomène naturel de dissolution par un arrosage intensif des terrils avec récupération des saumures en périphérie du terril et dans la nappe par l’intermédiaire de puits de pompage (puits de fixation).
1	Cette	ce	DET	O	O	2	det
2	méthode	méthode	NOUN	O	O	3	nsubj
3	consiste	consiste	VERB	O	O	3	ROOT
4	à	à	ADP	O	O	5	mark
5	accélérer	accélérer	VERB	O	O	3	xcomp
6	le	le	DET	O	O	7	det
7	phénomène	phénomène	NOUN	O	O	5	obj
8	naturel	naturel	ADJ	O	O	7	amod
9	de	de	ADP	O	O	10	case
10	dissolution	dissolution	NOUN	O	O	7	nmod
11	par	par	ADP	O	O	13	case
12	un	un	DET	BN	O	13	det
13	arrosage	arrosage	NOUN	IN	O	5	obl:mod
14	intensif	intensif	ADJ	EN	O	13	amod
15	des	de	ADP	O	O	16	case
16	terrils	terril	NOUN	EN	O	13	nmod
17	avec	avec	ADP	O	O	18	case
18	récupération	récupération	NOUN	O	O	5	obl:mod
19	des	de	ADP	O	O	20	case
20	saumures	saumure	NOUN	EO	O	18	nmod
21	en	en	ADP	BL	O	22	case
22	périphérie	périphérie	NOUN	IL	O	18	nmod
23	du	de	ADP	IL	O	24	case
24	terril	terril	NOUN	EL	O	22	nmod
25	et	et	CCONJ	O	O	28	cc
26	dans	dans	ADP	O	O	28	case
27	la	le	DET	BO	O	28	det
28	nappe	nappe	NOUN	EL	O	22	conj
29	par	par	ADP	O	O	31	case
30	l’	l’	DET	O	O	31	det
31	intermédiaire	intermédiaire	NOUN	O	O	5	obl:mod
32	de	de	ADP	O	O	33	case
33	puits	puits	NOUN	O	O	31	nmod
34	de	de	ADP	O	O	35	case
35	pompage	pompage	NOUN	O	O	33	nmod
36	(	(	PUNCT	O	O	33	punct
37	puits	puits	NOUN	O	O	33	appos
38	de	de	ADP	O	O	39	case
39	fixation	fixation	NOUN	O	O	37	nmod
40	)	)	PUNCT	O	O	33	punct
41	.	.	PUNCT	O	O	3	punct


#Les saumures récupérées après décantation et les eaux pompées dans le puits et le drain de fixation étaient envoyées au Rhin via la Saumoduc.
1	Les	le	DET	BO	O	2	det
2	saumures	saumure	NOUN	EO	O	19	nsubj:pass
3	récupérées	récupérer	VERB	O	O	2	acl
4	après	après	ADP	O	O	5	case
5	décantation	décantation	NOUN	O	O	3	obl:mod
6	et	et	CCONJ	O	O	8	cc
7	les	le	DET	BO	O	8	det
8	eaux	eau	NOUN	IO	O	3	conj
9	pompées	pomper	VERB	IO	O	8	acl
10	dans	dans	ADP	O	O	12	case
11	le	le	DET	O	O	12	det
12	puits	puits	NOUN	O	O	9	obl:mod
13	et	et	CCONJ	O	O	15	cc
14	le	le	DET	BO	O	15	det
15	drain	drain	NOUN	IO	O	12	conj
16	de	de	ADP	IO	O	17	case
17	fixation	fixation	NOUN	EO	O	15	nmod
18	étaient	être	AUX	BR	O	19	aux:pass
19	envoyées	envoyer	VERB	IR	O	19	ROOT
20	au	au	ADP	ER	O	21	case
21	Rhin	Rhin	PROPN	EL	O	19	obl:arg
22	via	via	ADP	ER	O	24	case
23	la	le	DET	BO	O	24	det
24	Saumoduc	Saumoduc	PROPN	EL	O	19	obl:mod
25	.	.	PUNCT	O	O	19	punct


#Le terril a ensuite fait l'objet d'un important remodelage en 2007 ayant pour objectif sa stabilisation, la gestion des eaux pluviales et l'intégration paysagère dans la réserve naturelle du Rothmoos après comblement du fossé périphérique profond.
1	Le	le	DET	O	O	2	det
2	terril	terril	NOUN	O	O	5	nsubj
3	a	avoir	AUX	O	O	5	aux:tense
4	ensuite	ensuite	ADV	O	O	5	advmod
5	fait	faire	VERB	IR	O	5	ROOT
6	l'	le	DET	IR	O	7	det
7	objet	objet	NOUN	IR	O	5	obj
8	d'	de	ADP	ER	O	11	case
9	un	un	DET	BN	O	11	det
10	important	important	ADJ	IN	O	11	amod
11	remodelage	remodelage	NOUN	EN	O	5	obl:arg
12	en	en	ADP	BT	O	13	case
13	2007	2007	NUM	ET	O	5	obl:mod
14	ayant	avoir	VERB	O	O	5	xcomp
15	pour	pour	ADP	O	O	16	case
16	objectif	objectif	NOUN	O	O	14	obl:mod
17	sa	son	DET	O	O	18	det
18	stabilisation	stabilisation	NOUN	EN	O	14	obj
19	,	,	PUNCT	O	O	21	punct
20	la	le	DET	BA	O	21	det
21	gestion	gestion	NOUN	BA	O	18	conj
22	des	de	ADP	IA	O	23	case
23	eaux	eau	NOUN	IA	O	21	nmod
24	pluviales	pluvial	ADJ	EA	O	23	amod
25	et	et	CCONJ	O	O	27	cc
26	l'	le	DET	BN	O	27	det
27	intégration	intégration	NOUN	IN	O	18	conj
28	paysagère	paysager	ADJ	EN	O	27	amod
29	dans	dans	ADP	ER	O	31	case
30	la	le	DET	BO	O	31	det
31	réserve	réserve	NOUN	IO	O	27	nmod
32	naturelle	naturel	ADJ	IO	O	31	amod
33	du	de	ADP	O	O	34	case
34	Rothmoos	Rothmoos	PROPN	O	O	31	nmod
35	après	après	ADP	O	O	36	case
36	comblement	comblement	NOUN	BN	O	14	obl:mod
37	du	de	ADP	IN	O	38	case
38	fossé	fossé	NOUN	IN	O	36	nmod
39	périphérique	périphérique	ADJ	IN	O	38	amod
40	profond	profond	ADJ	EN	O	38	amod
41	.	.	PUNCT	O	O	5	punct


#Les installations techniques de dissolution ont été démantelées.
1	Les	le	DET	BO	O	2	det
2	installations	installation	NOUN	IO	O	8	nsubj:pass
3	techniques	technique	ADJ	IO	O	2	amod
4	de	de	ADP	IO	O	5	case
5	dissolution	dissolution	NOUN	EO	O	2	nmod
6	ont	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	démantelées	démanteler	VERB	EN	O	8	ROOT
9	.	.	PUNCT	O	O	8	punct


#Le terril a été remodelé en forme de plateaux de 7 m de hauteur maximum présentant des secteurs intérieurs avec retenue d'eau.
1	Le	le	DET	BO	O	2	det
2	terril	terril	NOUN	EO	O	5	nsubj:pass
3	a	avoir	AUX	BN	O	5	aux:tense
4	été	être	AUX	IN	O	5	aux:pass
5	remodelé	remodeler	VERB	EN	O	5	ROOT
6	en	en	ADP	EN	O	7	case
7	forme	forme	NOUN	O	O	5	obl:arg
8	de	de	ADP	O	O	9	case
9	plateaux	plateau	NOUN	O	O	7	nmod
10	de	de	ADP	O	O	12	case
11	7	7	NUM	O	O	12	nummod
12	m	m	NOUN	O	O	9	nmod
13	de	de	ADP	O	O	14	case
14	hauteur	hauteur	NOUN	O	O	12	nmod
15	maximum	maximum	ADJ	O	O	14	amod
16	présentant	présenter	VERB	O	O	9	acl
17	des	un	DET	BO	O	18	det
18	secteurs	secteur	NOUN	IO	O	16	obj
19	intérieurs	intérieur	ADJ	EO	O	18	amod
20	avec	avec	ADP	O	O	21	case
21	retenue	retenue	NOUN	O	O	18	nmod
22	d'	de	ADP	O	O	23	case
23	eau	eau	NOUN	O	O	21	nmod
24	.	.	PUNCT	O	O	5	punct


#Les talus extérieurs ont été ensemencés pour assurer leur stabilité et leur résistance à l'érosion.
1	Les	le	DET	BO	O	2	det
2	talus	talus	NOUN	EO	O	6	nsubj:pass
3	extérieurs	extérieur	ADJ	EO	O	2	amod
4	ont	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	ensemencés	ensemencer	VERB	EN	O	6	ROOT
7	pour	pour	ADP	O	O	8	mark
8	assurer	assurer	VERB	O	O	6	advcl
9	leur	leur	DET	O	O	10	det
10	stabilité	stabilité	NOUN	O	O	8	obj
11	et	et	CCONJ	O	O	13	cc
12	leur	leur	DET	O	O	13	det
13	résistance	résistance	NOUN	O	O	10	conj
14	à	à	ADP	O	O	16	case
15	l'	le	DET	O	O	16	det
16	érosion	érosion	NOUN	O	O	13	nmod
17	.	.	PUNCT	O	O	6	punct


#Le plateau n'a pas été ensemencé à la demande du CSA (Conservatoire des Sites Alsaciens), qui souhaitait un développement naturel de la végétation.
1	Le	le	DET	O	O	2	det
2	plateau	plateau	NOUN	O	O	7	nsubj:pass
3	n'	n'	ADV	BN	O	7	advmod
4	a	avoir	AUX	IN	O	7	aux:tense
5	pas	pas	ADV	IN	O	7	advmod
6	été	être	AUX	IN	O	7	aux:pass
7	ensemencé	ensemencer	VERB	EN	O	7	ROOT
8	à	à	ADP	O	O	10	case
9	la	le	DET	BN	O	10	det
10	demande	demande	NOUN	EN	O	7	obl:mod
11	du	de	ADP	BO	O	12	case
12	CSA	CSA	PROPN	EO	O	10	nmod
13	(	(	PUNCT	O	O	12	punct
14	Conservatoire	conservatoire	NOUN	O	O	12	appos
15	des	de	ADP	O	O	16	case
16	Sites	site	NOUN	O	O	14	nmod
17	Alsaciens	alsacien	ADJ	O	O	16	amod
18	)	)	PUNCT	O	O	12	punct
19	,	,	PUNCT	O	O	12	punct
20	qui	qui	PRON	O	O	21	nsubj
21	souhaitait	souhaiter	VERB	O	O	12	acl:relcl
22	un	un	DET	O	O	23	det
23	développement	développement	NOUN	O	O	21	obj
24	naturel	naturel	ADJ	O	O	23	amod
25	de	de	ADP	O	O	27	case
26	la	le	DET	O	O	27	det
27	végétation	végétation	NOUN	O	O	23	nmod
28	.	.	PUNCT	O	O	7	punct


#Il reste aujourd'hui environ 1 000 000 de tonnes de matériaux (insolubles).
1	Il	il	PRON	O	O	2	expl:subj
2	reste	reste	VERB	O	O	2	ROOT
3	aujourd'hui	aujourd'hui	ADV	O	O	2	advmod
4	environ	environ	ADV	O	O	7	advmod
5	1	1	DET	O	O	7	det
6	000	000	DET	O	O	7	det
7	000	000	PRON	O	O	2	obj
8	de	de	ADP	O	O	9	case
9	tonnes	tonne	NOUN	O	BU	7	nmod
10	de	de	ADP	O	IU	11	case
11	matériaux	matériau	NOUN	O	EU	9	nmod
12	(	(	PUNCT	O	O	11	punct
13	insolubles	insoluble	ADJ	O	O	11	amod
14	)	)	PUNCT	O	O	11	punct
15	.	.	PUNCT	O	O	2	punct


#La végétation peut se développer naturellement sur le terril et ne nécessite pas d'entretien particulier.
1	La	le	DET	O	O	2	det
2	végétation	végétation	NOUN	O	O	3	nsubj
3	peut	pouvoir	VERB	O	O	3	ROOT
4	se	se	PRON	O	O	5	expl:comp
5	développer	développer	VERB	O	O	3	xcomp
6	naturellement	naturellement	ADV	O	O	5	advmod
7	sur	sur	ADP	O	O	9	case
8	le	le	DET	O	O	9	det
9	terril	terril	NOUN	O	O	5	obl:mod
10	et	et	CCONJ	O	O	12	cc
11	ne	ne	ADV	O	O	12	advmod
12	nécessite	nécessite	VERB	O	O	3	conj
13	pas	pas	ADV	O	O	12	advmod
14	d'	d'	DET	O	O	15	det
15	entretien	entretien	NOUN	O	O	12	obj
16	particulier	particulier	ADJ	O	O	15	amod
17	.	.	PUNCT	O	O	3	punct


#La végétation permet une stabilisation des terres et une absorption d'une partie des eaux de pluie, évitant ainsi la formation de ravinement en surface et l'entraînement de particules de terres dans les fossés et bassins d'infiltration qui pourraient se colmater.
1	La	le	DET	O	O	2	det
2	végétation	végétation	NOUN	O	O	3	nsubj
3	permet	permettre	VERB	O	O	3	ROOT
4	une	un	DET	O	O	5	det
5	stabilisation	stabilisation	NOUN	IO	O	3	obj
6	des	de	ADP	IO	O	7	case
7	terres	terre	NOUN	EO	O	5	nmod
8	et	et	CCONJ	O	O	10	cc
9	une	un	DET	O	O	10	det
10	absorption	absorption	NOUN	EA	O	5	conj
11	d'	de	ADP	O	O	13	case
12	une	un	DET	O	O	13	det
13	partie	partie	NOUN	O	O	10	nmod
14	des	de	ADP	O	O	15	case
15	eaux	eau	NOUN	O	O	13	nmod
16	de	de	ADP	O	O	17	case
17	pluie	pluie	NOUN	O	O	15	nmod
18	,	,	PUNCT	O	O	3	punct
19	évitant	éviter	VERB	O	O	3	advcl
20	ainsi	ainsi	ADV	O	O	19	advmod
21	la	le	DET	O	O	22	det
22	formation	formation	NOUN	O	O	19	obj
23	de	de	ADP	O	O	24	case
24	ravinement	ravinement	NOUN	BN	O	22	nmod
25	en	en	ADP	IN	O	26	case
26	surface	surface	NOUN	EN	O	22	nmod
27	et	et	CCONJ	O	O	29	cc
28	l'	le	DET	BN	O	29	det
29	entraînement	entraînement	NOUN	EN	O	22	conj
30	de	de	ADP	O	O	31	case
31	particules	particule	NOUN	O	O	29	nmod
32	de	de	ADP	O	O	33	case
